Group,Genus,Species,Paper,Authors,Journal,Peer_reviewed,Year,Link,Sex,Experiment_location,Swarming_time,Copula_observed,Swarming.duration..min.,Start..relative.to.sunrise.,Start..relative.to.sunset.,Sweep_net_used,Males.collected..field.,Swarm.size.by.eye..field.,Height..m.above.ground.
An. gambiae,Anopheles,gambiae,Male swarming aggregation pheromones increase female attraction and mating success among multiple African malaria vector mosquito species,Moz?raitis R.; Hajkazemian M.; Zawada J.W.; Szymczak J.; Pålsson K.; Sekar V.; Biryukova I.; Friedländer M.R.; Koekemoer L.L.; Baird J.K.; Borg-Karlson A; Emami S.N.,Nature Ecology & Evolution,Y,2020,https://doi.org/10.1038/s41559-020-1264-9,Male,Semi-field,Dusk,N,,,,N,,,
An. gambiae,Anopheles,gambiae,A new cage for observing mating behavior of wild Anopheles gambiae in the laboratory,Marchand M.P.,Journal of the American Mosquito Control Association,Y,1985,https://pubmed.ncbi.nlm.nih.gov/3880236/,Male,Lab,Dusk,N,,,8,N,,,
An. gambiae,Anopheles,gambiae,No evidence for long-range male sex pheromones in two malaria mosquitoes,Poda S.B.; Buatois B.; Lapeyre B.; Dormont L.; Diabaté A.; Gnankiné O.; Dabiré R.K.; Roux O.,Nature Ecology & Evolution,Y,2022,https://doi.org/10.1038/s41559-022-01869-x,Male,Lab,Dusk,N,,,,N,,,
An. gambiae,Anopheles,gambiae,A low-cost mesocosm for the study of behaviour and reproductive potential of Afrotropical mosquito (Diptera: Culicidae) vectors of malaria,Jackson B.T.; Stone C.M.; Ebrahimi B.; Briët O.J.T.; Foster W.A.,Journal of Medical Entomology,Y,2015,https://doi.org/10.1111/mve.12085,Male,Semi-field,Dusk,N,,,,N,,,1.5
An. gambiae,Anopheles,gambiae,Does extreme asymmetric dominance promote hybridization between Anopheles coluzzii and Anopheles gambiae s.s. in seasonal malaria mosquito communities of West Africa?,Niang A.; Epopa P.S.; Sawadogo S.P.; Maïga H.; Konaté L.; Faye O.; Dabiré R.K.; Tripet F.; Diabaté A.,Parasites & Vectors,Y,2015,https://doi.org/10.1186/s13071-015-1190-x,Male,Field,Dusk,Y,,,,Y,,,
An. gambiae,Anopheles,gambiae,Eave and swarm collections prove effective for biased captures of male Anopheles gambiae mosquitoes in Uganda,Birungi K.; Mabuka D.P.;Balyesima V.; Namukwaya A.;Chemoges E.W.; Kiwuwa-Muyingo S.;Collins C.M.; Tripet F.; Kayondo J.K.,Parasites & Vectors,Y,2021,https://doi.org/10.1186/s13071-021-04770-x,Male,Field,Dusk,N,,,,Y,19,,
An. gambiae,Anopheles,gambiae,Entomological baseline data collection and power analyses in preparation of a mosquito swarm-killing intervention in south-western Burkina Faso,Niang A.; Sawadogo S.P.; Millogo A.A.; Akpodiete N.O.; Dabiré R.K.; Tripet F.; Diabaté A.,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03877-x,Male,Field,Dusk,N,,,,N,,50,2
An. gambiae,Anopheles,gambiae,"Swarming behaviour in natural populations of Anopheles gambiae and An. coluzzii: Review of 4 years survey in rural areas of sympatry, Burkina Faso (West Africa)",Sawadogo P.S.; Namountougou M.; Toé K.H.; Rouamba J.; Maïga H.; Ouédraogo K.R.; Baldet T.; Gouagna L.C.; Kengne P.; Simard F.; Costantini C.; Gibson G.; Diabaté A.; Lees R.S.; Gilles J.R.L.; Dabiré K.R.,Acta Tropica,Y,2014,https://doi.org/10.1016/j.actatropica.2013.12.011,Male,Field,Dusk,Y,,,3.41,Y,,,1.75
An. gambiae,Anopheles,gambiae,Harmonic convergence coordinates swarm mating by enhancing mate detection in the malaria mosquito Anopheles gambiae,Castillo S.S.G.; Pritts K.S.; Krishnan R.S.; Harrington L.C.; League G.P.,Scientific Reports,Y,2021,https://doi.org/10.1038/s41598-021-03236-5,Male,Lab,Dusk,N,,,,N,,,
An. gambiae,Anopheles,gambiae,Effects of Age and Size on Anopheles gambiae s.s. Male Mosquito Mating Success,Sawadogo S.P.; Diabaté A.; Toé H.K.; Sanon A.; Lefevre T.; Baldet T.; Gilles J.; Simard F.; Gibson G.; Sinkins S.;Dabiré R.K.,Journal of Medical Entomology,Y,2013,https://doi.org/10.1603/ME12041,Male,Field,Dusk,Y,,,,Y,,,
An. gambiae,Anopheles,gambiae,Anopheles gambiae (s.l.) is found where few are looking: assessing mosquito diversity and density outside inhabited areas using diverse sampling methods,Epopa P.S.; Millogo A.A.; Collins C.M.;North A.R.;Benedict M.Q.; Tripet F.; O?Loughlin S.; Dabiré R.K.; Ouédraogo G.A.; Diabaté A.,Parasites & Vectors,Y,2020,https://doi.org/10.1186/s13071-020-04403-9,Male,Field,Dusk,N,,,,Y,154,,
An. gambiae,Anopheles,gambiae,Perfect association between spatial swarm segregation and the X-chromosome speciation island in hybridizing Anopheles coluzzii and Anopheles gambiae populations,Niang A.; Maïga H.; Sawadogo S.P.; Konaté L.; Faye O.; Lee Y.; Dabiré R.K.; Diabaté A.; Tripet F.,Scientific Reports,Y,2022,https://doi.org/10.1038/s41598-022-14865-9,Male,Field,Dusk,Y,,,,Y,,,
An. gambiae,Anopheles,gambiae,Attributes of Anopheles gambiae swarms in South Central Uganda,Birungi K.; Mabuka D.P.; Balyesima V.; Tripet F.; Kayondo J.K.,Parasites & Vectors,Y,2024,https://doi.org/10.1186/s13071-024-06132-9,Male,Field,Dusk,N,,,,Y,,125,2.645
An. indiensis,Anopheles,indiensis,The Habits of Adult Mosquitoes in Malaya IV.—Swarming of Anophelines in Nature,Wharton R.H.,Annals of Tropical Medicine and Parasitology,Y,1954,https://doi.org/10.1080/00034983.1953.11685569,Male,Field,Dusk,N,10,,15,Y,40,200,0.46
An. kochi,Anopheles,kochi,The Habits of Adult Mosquitoes in Malaya IV.—Swarming of Anophelines in Nature,Wharton R.H.,Annals of Tropical Medicine and Parasitology,Y,1954,https://doi.org/10.1080/00034983.1953.11685569,Male,Field,Dusk,N,,,,Y,224,,3.2
An. labranchiae,Anopheles,labranchiae,Laboratory observations on the sexual behavior of anopheline mosquitoes,Bates M.,Journal of Experimental Zoology,Y,1941,https://doi.org/10.1002/jez.1400860202,Male,Lab,Dusk,N,,,,N,,,
An. labranchiae,Anopheles,labranchiae,Laboratory observations on the sexual behavior of anopheline mosquitoes,Bates M.,Journal of Experimental Zoology,Y,1941,https://doi.org/10.1002/jez.1400860202,Male,Lab,Dusk,N,,,,N,,,
An. maculatus,Anopheles,maculatus,The Habits of Adult Mosquitoes in Malaya IV.—Swarming of Anophelines in Nature,Wharton R.H.,Annals of Tropical Medicine and Parasitology,Y,1954,https://doi.org/10.1080/00034983.1953.11685569,Male,Field,Dusk,N,,,5,N,,50,5.33
An. maculipennis,Anopheles,maculipennis,Laboratory observations on the sexual behavior of anopheline mosquitoes,Bates M.,Journal of Experimental Zoology,Y,1941,https://doi.org/10.1002/jez.1400860202,Male,Lab,Dusk,Y,,,,N,,,
An. maculipennis,Anopheles,maculipennis,"Observation on the Swarming of Anopheles maculipennis, var. atroparvus.",Cambournac F.J.C.; Hill R.B.,American Journal of Tropical Medicine and Hygiene,Y,1940,https://doi.org/10.4269/ajtmh.1940.s1-20.133,Male,Field,Dusk,Y,,,,N,,,
An. maculipennis,Anopheles,maculipennis,The swarming habits of some Danish mosquitoes,Nielsen E.T. ; Nielsen H.T. ,Ent. Meddr.,Y,1963,,Male,Field,Dusk,N,,,,N,,25,
An. melas,Anopheles,melas,Studies on the breeding swarms of Anopheles gambiae complex in malaria control perspective,Assogba B.S.; Djogbenou L.S.; Dabiré R.K.; Diabaté A.; Baldet T.,Malaria Journal,Y,2010,https://doi.org/10.1186/1475-2875-9-S2-O1,Male,Field,Dusk,Y,16,,,N,,900,1.5
An. melas,Anopheles,melas,"Mating in the mosquito, Anopheles gambiae s.l. II. Swarming behaviour",Charlwood J.D.; Jones M.D.R.,Physiological Entomology,Y,1980,https://doi.org/10.1111/j.1365-3032.1980.tb00241.x,Male,Field,Dusk,Y,20,,15,N,,,2
An. melas,Anopheles,melas,Characterization of swarming and mating behaviour between Anopheles coluzzii and Anopheles melas in a sympatry area of Benin,Assogba B.S.; Djogbénou L.; Saizonou J.; Diabaté A.; Dabiré R.K.; Moiroux N.; Gilles J.R.L.; Makoutodé M.; Baldet T.,Acta Tropica,Y,2014,https://doi.org/10.1016/j.actatropica.2013.09.006,Male,Field,Dusk,Y,,,20,Y,895,,0.8
An. niggerimus,Anopheles,niggerimus,Observations on the Swarming and Mating of Some Pakistan Mosquitoes in Nature,Reisen W.K.; Aslam Y.; Siddiqui T.F.,Annals of the Entomological Society of America,Y,1977,https://doi.org/10.1093/aesa/70.6.988,Male,Field,Dusk,N,,,,Y,,,
An. philippinensis,Anopheles,philippinensis,The Habits of Adult Mosquitoes in Malaya IV.—Swarming of Anophelines in Nature,Wharton R.H.,Annals of Tropical Medicine and Parasitology,Y,1954,https://doi.org/10.1080/00034983.1953.11685569,Male,Field,Dusk,Y,15,,5,Y,248,250,1.98
An. plumbeus,Anopheles,plumbeus,The swarming habits of some Danish mosquitoes,Nielsen E.T. ; Nielsen H.T. ,Ent. Meddr.,Y,1963,,Male,Field,Dusk,N,,,,Y,,,
An. pulcherrimus,Anopheles,pulcherrimus,Observations on the Swarming and Mating of Some Pakistan Mosquitoes in Nature,Reisen W.K.; Aslam Y.; Siddiqui T.F.,Annals of the Entomological Society of America,Y,1977,https://doi.org/10.1093/aesa/70.6.988,Male,Field,Dusk,N,,,-4,Y,,101.5,4.5
An. punctipennis,Anopheles,punctipennis,The Swarming of Anopheles Punctipennis Say,Knab F.,Journal of Entomology,Y,1907,https://doi.org/10.1155/1907/32434,Male,Field,Dusk,Y,45,,,Y,15,55,2.3
An. sacharovi,Anopheles,sacharovi,Laboratory observations on the sexual behavior of anopheline mosquitoes,Bates M.,Journal of Experimental Zoology,Y,1941,https://doi.org/10.1002/jez.1400860202,Male,Lab,Dusk,N,,,,N,,,
An. squamosus,Anopheles,squamosus,Male mosquito swarms: some observations in Kenya,Van Someren G.R.C.,"Proceedings of The Royal Entomological Society of London. Series A, General Entomology",Y,2009,https://doi.org/10.1111/j.1365-3032.1965.tb00322.x,Male,Field,Dusk,N,,,,Y,234,,2.59
An. stephensi,Anopheles,stephensi,"Swarming, Mating, and Density in Nature of Anopheles stephensi mysorensis",Quraishi M.S.,Journal of Economic Entomology,Y,1965,https://doi.org/10.1093/jee/58.5.821,Male,Field,Dusk,Y,35,,,Y,,550,
An. stephensi,Anopheles,stephensi,Observations on the Swarming and Mating of Some Pakistan Mosquitoes in Nature,Reisen W.K.; Aslam Y.; Siddiqui T.F.,Annals of the Entomological Society of America,Y,1977,https://doi.org/10.1093/aesa/70.6.988,Male,Field,Dusk,Y,,,-7.7,Y,,1503,1
An. stephensi,Anopheles,stephensi,Dynamics of mosquito swarms over a moving marker,Jain P.; Singh O.P.; Butail S.,arXiv,N,2020,https://doi.org/10.48550/arXiv.2007.04254,Male,Lab,Dawn,N,,,,N,,,
An. stephensi,Anopheles,stephensi,Dynamics of mosquito swarms over a moving marker,Jain P.; Singh O.P.; Butail S.,arXiv,N,2020,https://doi.org/10.48550/arXiv.2007.04254,Male,Lab,Dusk,N,,,,N,,,
An. subpictus,Anopheles,subpictus,Field observations on the swarming & the mating behaviour of Anopheles subpictus Grassi,Panicker K.N.; Rajagopalan P.K.,Indian Journal of Medical Research,Y,1984,https://pubmed.ncbi.nlm.nih.gov/6519719/,Male,Field,Dusk,Y,20,,10,Y,230,269,
An. superpictus,Anopheles,superpictus,Observations on mosquitoes in Iraq ,Nielsen E.T. ; Nielsen H.T. ,Ent. Meddr.,Y,1958,,Male,Field,Dusk,Y,22,,,N,,,3.96
An. superpictus,Anopheles,superpictus,Laboratory observations on the sexual behavior of anopheline mosquitoes,Bates M.,Journal of Experimental Zoology,Y,1941,https://doi.org/10.1002/jez.1400860202,Male,Lab,Dusk,N,,,,N,,,7.62
An. vagus,Anopheles,vagus,The Habits of Adult Mosquitoes in Malaya IV.—Swarming of Anophelines in Nature,Wharton R.H.,Annals of Tropical Medicine and Parasitology,Y,1954,https://doi.org/10.1080/00034983.1953.11685569,Male,Field,Dusk,Y,,,,Y,4,,3.35
Ar. subalbatus,Armigeres,subalbatus,Field observations on the swarming behavior of Armigeres subalbatus (COQ) (Diptera : Culicidae),Rajavel A.R.,Southeast Asian Journal of Tropical Medicine and Public Health,Y,1995,https://pubmed.ncbi.nlm.nih.gov/8525406/,Male,Field,Dawn,Y,75,,,N,,,
Ar. subalbatus,Armigeres,subalbatus,Field observations on the swarming behavior of Armigeres subalbatus (COQ) (Diptera : Culicidae),Rajavel A.R.,Southeast Asian Journal of Tropical Medicine and Public Health,Y,1995,https://pubmed.ncbi.nlm.nih.gov/8525406/,Male,Field,Dusk,Y,135,,,Y,,,
Cu. annulata,Culiseta,annulata,The swarming habits of some Danish mosquitoes,Nielsen E.T. ; Nielsen H.T. ,Ent. Meddr.,Y,1963,,Male,Field,Dusk,N,,,,Y,,,
Cu. morsitans,Culiseta,morsitans,"The mosquitoes of Burnaby Lake, British Columbia",Belton P.,Journal of the Entomological Society of British Columbia ,Y,1978,https://journal.entsocbc.ca/index.php/journal/article/view/1941,Male,Field,Dusk,N,,,,Y,,10,2
Cu. melanura,Culiseta,melanura,Observations on the swarming of Culiseta melanura (Coquillett),Hayes R.O.,Mosquito News,Y,1958,,Male,Field,Dusk,Y,37,,2.5,Y,,100,4.57
Cx. annulirostris,Culex,annulirostris,"Male swarming and mating behaviour in 'Culex annulirostris' Skuse (Diptera: Culicidae) at Appin, N.S.W.",Russell R.C.,Journal of the Entomological Society of New South Wales,Y,1985,https://search.informit.org/doi/abs/10.3316/informit.250971620292427,Male,Field,Dusk,Y,25,,,N,,,
Cx. fuscocephalus,Culex,fuscocephalus,Observations on the Swarming and Mating of Some Pakistan Mosquitoes in Nature,Reisen W.K.; Aslam Y.; Siddiqui T.F.,Annals of the Entomological Society of America,Y,1977,https://doi.org/10.1093/aesa/70.6.988,Male,Field,Dusk,N,,,,Y,,200,2
Cx. pallens,Culex,pallens,On the swarming of Culex pipiens pallens,Omori N.,Medical Entomology and Zoology,Y,1954,https://doi.org/10.7601/mez.4.342,Male,Field,Dusk,Y,35,,8,Y,272,,2.25
Cx. pipiens,Culex,pipiens,Evaluation of male reproductive success through body size in swarms of Culex pipiens pipiens (Diptera: Culicidae),Fedorova M.V.; Serbeniuk S.A.,Parazitologiia,Y,1999,https://pubmed.ncbi.nlm.nih.gov/10798956/,Male,Field,Dusk,Y,1.75,,,Y,,1000,
Cx. pipiens,Culex,pipiens,Studies on the swarming Habits of Mosquitos and other Nematocera,Nielsen E.T.; Greve H.,Bulletin of Entomological Research,Y,1950,https://doi.org/10.1017/S0007485300027607,Male,Field,Dusk,N,30,,,N,,4,
Cx. pipiens,Culex,pipiens,Preliminary observations of fall swarms of Culex pipiens L. ,Frohne W.C.,Mosquito News,Y,1964,https://www.cabidigitallibrary.org/doi/full/10.5555/19661000108,Male,Field,Dawn,Y,30,,,N,,6,
Cx. pipiens,Culex,pipiens,The swarming of Culex pipiens,Knab F.,Psyche,Y,1906,https://doi.org/10.1155/1906/48457,Male,Field,Dusk,Y,50,,,Y,2500,2500,2.29
Cx. pipiens,Culex,pipiens,Preliminary observations of fall swarms of Culex pipiens L. ,Frohne W.C.,Mosquito News,Y,1964,https://www.cabidigitallibrary.org/doi/full/10.5555/19661000108,Male,Field,Dusk,Y,65,,,N,,1000,
Cx. pipiens,Culex,pipiens,SWARMING OF MOSQUITOES. Laboratory Experiments Under Controlled Conditions,Nielsen H.T. ; Nielsen E.T. ,Entomological Experiments and Applications,Y,1962,https://doi.org/10.1111/j.1570-7458.1962.tb00561.x,Male,Lab,Dawn,N,,,,N,,,
Cx. pipiens,Culex,pipiens,SWARMING OF MOSQUITOES. Laboratory Experiments Under Controlled Conditions,Nielsen H.T. ; Nielsen E.T. ,Entomological Experiments and Applications,Y,1962,https://doi.org/10.1111/j.1570-7458.1962.tb00561.x,Male,Lab,Dusk,N,,,,N,,,
Cx. pipiens,Culex,pipiens,Observations on the Swarming and Mating of Some Pakistan Mosquitoes in Nature,Reisen W.K.; Aslam Y.; Siddiqui T.F.,Annals of the Entomological Society of America,Y,1977,https://doi.org/10.1093/aesa/70.6.988,Male,Field,Dusk,Y,,,,Y,,500,15
Cx. pipiens,Culex,pipiens,"The mosquitoes of Burnaby Lake, British Columbia",Belton P.,Journal of the Entomological Society of British Columbia ,Y,1978,https://journal.entsocbc.ca/index.php/journal/article/view/1941,Male,Field,Dusk,N,,,,Y,,10,
Cx. pipiens,Culex,pipiens,The swarming habits of some Danish mosquitoes,Nielsen E.T. ; Nielsen H.T. ,Ent. Meddr.,Y,1963,,Male,Field,Dusk,Y,,,,Y,,,
Cx. pseudovishnui,Culex,pseudovishnui,Observations on the Swarming and Mating of Some Pakistan Mosquitoes in Nature,Reisen W.K.; Aslam Y.; Siddiqui T.F.,Annals of the Entomological Society of America,Y,1977,https://doi.org/10.1093/aesa/70.6.988,Male,Field,Dusk,N,,,0,Y,,101,2
Cx. quinquefasciatus,Culex,quinquefasciatus,Some observations on resting and swarming behaviour of Culex pipiens fatigans in an urban situation,Menon P.K.; Rajagopalan P.K.,Indian Journal of Medical Research,Y,1977,https://pubmed.ncbi.nlm.nih.gov/615854/,Male,Semi-field,Dusk,N,15,,,N,,,5
Cx. quinquefasciatus,Culex,quinquefasciatus,Some observations on resting and swarming behaviour of Culex pipiens fatigans in an urban situation,Menon P.K.; Rajagopalan P.K.,Indian Journal of Medical Research,Y,1977,https://pubmed.ncbi.nlm.nih.gov/615854/,Male,Field,Dusk,N,52.5,,,Y,292,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Field observations on the swarming and mating behaviour of Culex pipiens fatigans in Delhi,Kaul H.N.; Wattal B.L.,Journal of Communicable Diseases,Y,1978,,Male,Field,Dusk,Y,,,3,Y,,,1.85
Cx. quinquefasciatus,Culex,quinquefasciatus,"Monitoring and Chemosterilization of a Mosquito Population, Culex quinquefasciatus (Diptera: Culicidae) by Sound Traps",Ikeshoji T.; Yap H.H.,Applied Entomology and Zoology,Y,1987,https://doi.org/10.1303/aez.22.474 ,Male,Field,Dusk,N,,,,Y,,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Swarming behaviour of the mosquito Culex pipiens quinquefasciatus: a quantitative analysis,Gibson G.,Physiological Entomology,Y,1985,https://doi.org/10.1111/j.1365-3032.1985.tb00049.x,Male,Lab,Dusk,N,,,15,N,,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Swarming and mating behaviour in Culex pipiens quinquefasciatus Say,Williams F.M.; Patterson R.S.,Mosquito News,Y,1969,https://www.cabidigitallibrary.org/doi/full/10.5555/19702902724,Male,Lab,Dusk,Y,,,,Y,,,
Cx. tarsalis,Culex,tarsalis,Physiological factors associated with male swarming of the mosquito Culex tarsalis,Harwood R.F.,Coq. Mosquito News,Y,1964,,Male,Lab,Dawn,N,40,,,N,,,
Cx. tarsalis,Culex,tarsalis,Swarming and Mating Behavior of Laboratory and Field Strains of Culex tarsalis (Diptera: Culicidae),Reisen W.K.; Knop N.F.; Peloquin J.J.,Annals of the Entomological Society of America,Y,1985,https://doi.org/10.1093/aesa/78.5.667,Male,Lab,Dusk,Y,,,5,N,,,
Cx. tarsalis,Culex,tarsalis,Swarming and Mating Behavior of Laboratory and Field Strains of Culex tarsalis (Diptera: Culicidae),Reisen W.K.; Knop N.F.; Peloquin J.J.,Annals of the Entomological Society of America,Y,1985,https://doi.org/10.1093/aesa/78.5.667,Male,Lab,Dawn,Y,,-10,,N,,,
Cx. tarsalis,Culex,tarsalis,Swarming and Mating Behavior of Laboratory and Field Strains of Culex tarsalis (Diptera: Culicidae),Reisen W.K.; Knop N.F.; Peloquin J.J.,Annals of the Entomological Society of America,Y,1985,https://doi.org/10.1093/aesa/78.5.667,Male,Semi-field,Dusk,Y,,,,N,,,
Cx. tarsalis,Culex,tarsalis,Swarming and Mating Behavior of Laboratory and Field Strains of Culex tarsalis (Diptera: Culicidae),Reisen W.K.; Knop N.F.; Peloquin J.J.,Annals of the Entomological Society of America,Y,1985,https://doi.org/10.1093/aesa/78.5.667,Male,Semi-field,Dawn,Y,,,,N,,,
Cx. tarsalis,Culex,tarsalis,Swarming and Mating Behavior of Laboratory and Field Strains of Culex tarsalis (Diptera: Culicidae),Reisen W.K.; Knop N.F.; Peloquin J.J.,Annals of the Entomological Society of America,Y,1985,https://doi.org/10.1093/aesa/78.5.667,Male,Field,Dusk,Y,,,-15,N,,,
Cx. tarsalis,Culex,tarsalis,Swarming and Mating Behavior of Laboratory and Field Strains of Culex tarsalis (Diptera: Culicidae),Reisen W.K.; Knop N.F.; Peloquin J.J.,Annals of the Entomological Society of America,Y,1985,https://doi.org/10.1093/aesa/78.5.667,Male,Field,Dawn,Y,,,,N,,,
Cx. tarsalis,Culex,tarsalis,Physiological factors associated with male swarming of the mosquito Culex tarsalis,Harwood R.F.,Coq. Mosquito News,Y,1964,,Male,Lab,Dusk,N,,,,N,,,
Cx. tarsalis,Culex,tarsalis,Physiological factors associated with male swarming of the mosquito Culex tarsalis,Harwood R.F.,Coq. Mosquito News,Y,1964,,Male,Field,Dusk,N,,,,Y,,,
Cx. tarsalis,Culex,tarsalis,"Use of a modified marchand cage to study mating and swarming behaviour in Culex tarsalis, with reference to colonization",Peloquin J.J.; Asman S.M.,Journal of the American Mosquito Control Association,Y,1988,https://pubmed.ncbi.nlm.nih.gov/3225570/,Male,Lab,Dusk,Y,,,,N,,,
Cx. territans,Culex,territans,"Diurnal swarms of Culex territans Walker, and the crepuscular swarming of Aedes about a small glade in Alaska",Frohne W.C.; Frohne R.G.,Mosquito News,Y,1954,,Male,Field,Daylight,N,30,,,Y,,45,2.59
Cx. theileri,Culex,theileri,Observations on mosquitoes in Iraq ,Nielsen E.T. ; Nielsen H.T. ,Ent. Meddr.,Y,1958,,Male,Field,Dawn,N,13,-31,,N,,,
Cx. theileri,Culex,theileri,Observations on mosquitoes in Iraq ,Nielsen E.T. ; Nielsen H.T. ,Ent. Meddr.,Y,1958,,Male,Field,Dusk,N,21,,12,N,,25,
Cx. torrentium,Culex,torrentium,Male swarming of the mosquito Culex (Culex) torrentium in England,Service M.W.,Medical and Vetinary Entomology,Y,1994,https://doi.org/10.1111/j.1365-2915.1994.tb00393.x,Male,Field,Dusk,N,27.5,,52.5,Y,,40,5.9
Cx. torrentium,Culex,torrentium,Male swarming of the mosquito Culex (Culex) torrentium in England,Service M.W.,Medical and Vetinary Entomology,Y,1994,https://doi.org/10.1111/j.1365-2915.1994.tb00393.x,Male,Field,Dawn,N,,,,N,,,
Cx. tritraeniorhyncus,Culex,tritraeniorhyncus,A Method for Reconstructing Three-Dimensional Positions of Swarming Mosquitoes,Ikawa T.; Okabe H.; Mori T.; Urabe K.; Ikeshoji T.,Journal of Insect Behavior,Y,1994,https://doi.org/10.1007/BF01990084,Male,Field,Dusk,N,,,,N,,,
Cx. tritraeniorhyncus,Culex,tritraeniorhyncus,Observations on the Swarming and Mating of Some Pakistan Mosquitoes in Nature,Reisen W.K.; Aslam Y.; Siddiqui T.F.,Annals of the Entomological Society of America,Y,1977,https://doi.org/10.1093/aesa/70.6.988,Male,Field,Dusk,Y,,,,Y,,603,1.75
Cx. univittatus,Culex,univittatus,Observations on mosquitoes in Iraq ,Nielsen E.T. ; Nielsen H.T. ,Ent. Meddr.,Y,1958,,Male,Field,Dusk,N,18,,3,N,,6,0.7
Ma. aurites,Mansonia,aurites,"Diptera swarming high above the forest canopy in Uganda, with special reference to Tabanidae",Corbet P.S.; Haddow A.J.,Transactions of the Royal Entomological Society of London,Y,1962,https://doi.org/10.1111/j.1365-2311.1962.tb01080.x,Male,Field,Dusk,N,35,,,Y,,,4.57
Ma. aurites,Mansonia,aurites,"Diptera swarming high above the forest canopy in Uganda, with special reference to Tabanidae",Corbet P.S.; Haddow A.J.,Transactions of the Royal Entomological Society of London,Y,1962,https://doi.org/10.1111/j.1365-2311.1962.tb01080.x,Male,Field,Dusk,N,,,,N,,,
Ma. fuscopennata,Mansonia,fuscopennata,"Entomological studies from a high tower in Mpanga forest, Uganda V. Swarming activity above the forest",Corbet P.S.,Transactions of the Royal Entomological Society of London,Y,1961,https://doi.org/10.1111/j.1365-2311.1961.tb02295.x,Male,Field,Dawn,N,10,,,N,,,
Ma. fuscopennata,Mansonia,fuscopennata,"Entomological studies from a high tower in Mpanga forest, Uganda V. Swarming activity above the forest",Corbet P.S.,Transactions of the Royal Entomological Society of London,Y,1961,https://doi.org/10.1111/j.1365-2311.1961.tb02295.x,Male,Field,Dusk,N,20,,,Y,,,36.58
Ma. fuscopennata,Mansonia,fuscopennata,Observations on the swarming and mating of mosquitoes in Uganda,Corbet P.S.,Physiological Entomology,Y,1964,https://doi.org/10.1111/j.1365-3032.1964.tb00777.x,Male,Field,Dusk,Y,20.5,,,Y,32,,1.52
Ma. fuscopennata,Mansonia,fuscopennata,Observations on the swarming and mating of mosquitoes in Uganda,Corbet P.S.,Physiological Entomology,Y,1964,https://doi.org/10.1111/j.1365-3032.1964.tb00777.x,Male,Field,Dawn,Y,,,,N,,,
Ma. metallica,Mansonia,metallica,"Entomological studies from a high tower in Mpanga forest, Uganda V. Swarming activity above the forest",Corbet P.S.,Transactions of the Royal Entomological Society of London,Y,1961,https://doi.org/10.1111/j.1365-2311.1961.tb02295.x,Male,Field,Dusk,N,20,,,Y,,,36.58
Ma. metallica,Mansonia,metallica,Observations on the swarming and mating of mosquitoes in Uganda,Corbet P.S.,Physiological Entomology,Y,1964,https://doi.org/10.1111/j.1365-3032.1964.tb00777.x,Male,Field,Dusk,N,,,,Y,,,1.8
Ma. perturbans,Mansonia,perturbans,Swarming behaviour of Mansonia perturbans (Walker),Thompson P.H.,The American Midland Naturalist,Y,1967,https://doi.org/10.2307/2423362.,Male,Field,Dusk,Y,50,,18,Y,40,200,1.5
Ma. perturbans,Mansonia,perturbans,Swarming and Some Other Habits of Mansonia perturbans and Psorophora ferox (Diptera: Culicidae),Nielsen H.T.,Behavior,Y,1964,https://doi.org/10.1163/156853964x00229,Male,Field,Dusk,N,,,,N,,,1.75
Ps. columbiae,Psorophora,columbiae,Observations on Male Swarms of Psorophora Columbiae in Texas Ricelands,Peloquin J.J.; Olson J.K.,Journal of the American Mosquito Control Association,Y,1985,https://pubmed.ncbi.nlm.nih.gov/2906688/,Male,Field,Dusk,N,52.5,,32.5,N,,,9
Ps. columbiae,Psorophora,columbiae,Effects of Sound on Swarming Male Psorophora columbiae,Peloquin J.J.; Olson J.K.,Journal of the American Mosquito Control Association,Y,1986,https://pubmed.ncbi.nlm.nih.gov/2906987/,Male,Field,Dusk,N,,,60,N,,,
Ps. columbiae,Psorophora,columbiae,Observations on Male Swarms of Psorophora Columbiae in Texas Ricelands,Peloquin J.J.; Olson J.K.,Journal of the American Mosquito Control Association,Y,1985,https://pubmed.ncbi.nlm.nih.gov/2906688/,Male,Field,Dawn,N,,,,N,,,
Ps. ferox,Psorophora,ferox,Swarming and Some Other Habits of Mansonia perturbans and Psorophora ferox (Diptera: Culicidae),Nielsen H.T.,Behavior,Y,1964,https://doi.org/10.1163/156853964x00229,Male,Field,Dawn,Y,,,,N,,,
Ps. ferox,Psorophora,ferox,Swarming and Some Other Habits of Mansonia perturbans and Psorophora ferox (Diptera: Culicidae),Nielsen H.T.,Behavior,Y,1964,https://doi.org/10.1163/156853964x00229,Male,Field,Daylight,Y,,,,N,,,
Ps. ferox,Psorophora,ferox,Swarming and Some Other Habits of Mansonia perturbans and Psorophora ferox (Diptera: Culicidae),Nielsen H.T.,Behavior,Y,1964,https://doi.org/10.1163/156853964x00229,Male,Field,Dusk,Y,,,,N,,55,2
